repo_full,week,attempts_total,outcome_n,failure_count,failure_rate,latency_n,feedback_latency_median_min,feedback_latency_p90_min,queue_latency_median_min,execution_span_median_min,logical_run_n,rerun_count,rerun_rate,additional_attempt_count,failed_then_passed_count,failed_then_passed_rate_among_reruns,merged_pr_count,pr_cycle_hours_median,qualified_review_latency_hours_median,reviewed_pr_n,churn_median,changed_files_median,commits_median,created_pr_count,workflow_count,workflow_concentration_hhi,release_count,split,external_calibration,external_evaluation_eligible,workflow_adjusted_latency_log,latency_log_raw,latency_log
containerd/containerd,2026-03-23,493,486,102,0.20987654320987653,486,21.033333333333335,41.325,0.03333333333333333,21.108333333333334,463,26,0.056155507559395246,30,23,0.8846153846153846,26,19.007777777777775,5.135416666666667,26,56.0,2.0,1.0,39,5.0,0.24258894297034753,,external,False,True,0.04064717532807617,3.092556458189531,0.04064717532807617
containerd/containerd,2026-03-30,515,505,117,0.2316831683168317,505,19.716666666666665,41.193333333333335,0.03333333333333333,20.216666666666665,493,21,0.04259634888438134,22,18,0.8571428571428571,27,150.95472222222222,12.14638888888889,27,26.0,3.0,1.0,24,5.0,0.23842020925629182,,external,False,True,0.036401682875067405,3.03093852928861,0.036401682875067405
containerd/containerd,2026-04-06,707,690,160,0.2318840579710145,690,6.808333333333334,41.15,0.03333333333333333,16.608333333333334,659,38,0.057663125948406675,48,30,0.7894736842105263,38,16.054583333333333,2.494583333333333,38,42.0,4.0,1.0,44,5.0,0.2361373134686675,,external,False,True,0.008154934273953649,2.0551915394563762,0.008154934273953649
containerd/containerd,2026-04-13,424,412,93,0.22572815533980584,412,19.566666666666666,41.64333333333334,0.03333333333333333,20.066666666666666,391,28,0.07161125319693094,33,23,0.8214285714285714,27,24.066944444444445,0.7466666666666667,27,35.0,2.0,1.0,35,6.0,0.25307048771804913,,external,False,True,0.020796319159931406,3.0236716422432326,0.020796319159931406
containerd/containerd,2026-04-20,576,576,129,0.22395833333333334,576,19.833333333333332,41.75,0.03333333333333333,19.875,543,27,0.049723756906077346,33,26,0.9629629629629629,28,47.199861111111105,18.403194444444445,28,133.0,2.0,1.0,29,5.0,0.2485472125771605,,external,False,True,0.029515597622494023,3.036554268074246,0.029515597622494023
containerd/containerd,2026-04-27,901,898,231,0.2572383073496659,896,14.325,41.56666666666667,0.03333333333333333,20.016666666666666,865,25,0.028901734104046242,36,24,0.96,22,10.013055555555555,2.5858333333333334,22,48.0,3.0,1.0,39,6.0,0.24121305590902203,,external,False,True,0.027487016182332583,2.729485481822275,0.027487016182332583
containerd/containerd,2026-05-04,273,272,84,0.3088235294117647,272,20.425,41.85333333333333,0.05,20.383333333333333,248,15,0.06048387096774194,25,13,0.8666666666666667,2,113.82472222222222,2.252361111111111,2,478.0,3.0,2.0,18,6.0,0.2485609628466771,,external,False,True,0.03867834115736393,3.0645584644838437,0.03867834115736393
containerd/containerd,2026-05-11,398,384,96,0.25,378,20.316666666666666,41.766666666666666,0.03333333333333333,20.316666666666666,365,29,0.07945205479452055,33,17,0.5862068965517241,24,26.400694444444444,0.9902777777777778,24,41.0,1.5,1.0,31,4.0,0.25945051892628973,,external,False,True,0.027146557281995918,3.059489239356742,0.027146557281995918
containerd/containerd,2026-05-18,583,580,152,0.2620689655172414,580,18.78333333333333,41.57000000000001,0.03333333333333333,19.058333333333334,547,26,0.04753199268738574,36,20,0.7692307692307693,22,2.8916666666666666,0.18958333333333333,22,36.0,2.0,1.0,42,5.0,0.237521661483602,,external,False,True,0.019865589457759823,2.9848398323875673,0.019865589457759823
containerd/containerd,2026-05-25,497,495,111,0.22424242424242424,495,19.766666666666666,41.52,0.03333333333333333,19.883333333333333,468,24,0.05128205128205128,29,22,0.9166666666666666,16,18.66388888888889,0.81,16,8.0,1.0,1.0,27,5.0,0.2539543093571489,,external,False,True,0.00297766642509604,3.0333491371252976,0.00297766642509604
containerd/containerd,2026-06-01,447,446,116,0.2600896860986547,445,6.983333333333333,40.48666666666667,0.03333333333333333,6.933333333333334,426,19,0.04460093896713615,21,16,0.8421052631578947,11,95.21,2.1394444444444445,11,35.0,2.0,1.0,33,8.0,0.2239688902902272,,external,False,True,0.001720391938275939,2.0773560351888145,0.001720391938275939
containerd/containerd,2026-06-08,538,536,131,0.24440298507462688,536,19.6,40.141666666666666,0.03333333333333333,19.958333333333332,501,30,0.059880239520958084,37,28,0.9333333333333333,22,24.020694444444445,1.2190277777777778,22,18.5,1.0,1.0,42,6.0,0.24797888365279636,,external,False,True,-0.005813685346971335,3.0252910757955354,-0.005813685346971335
containerd/containerd,2026-06-15,466,448,114,0.2544642857142857,448,14.008333333333333,40.041666666666664,0.03333333333333333,18.491666666666667,426,33,0.07746478873239436,40,24,0.7272727272727273,21,14.473888888888888,0.25583333333333336,21,24.0,2.0,1.0,37,9.0,0.24049991711028018,,external,False,True,-0.03588105140803185,2.7086056023939102,-0.03588105140803185
containerd/containerd,2026-06-22,667,667,150,0.22488755622188905,667,19.716666666666665,40.60666666666667,0.03333333333333333,19.816666666666666,631,32,0.05071315372424723,36,30,0.9375,37,68.30111111111111,7.5569444444444445,37,12.0,1.0,1.0,40,8.0,0.23829089952774735,,external,False,True,-0.040447471231382634,3.03093852928861,-0.040447471231382634
containerd/containerd,2026-06-29,458,450,96,0.21333333333333335,450,16.575,54.651666666666664,0.03333333333333333,20.108333333333334,436,19,0.04357798165137615,22,17,0.8947368421052632,26,7.5216666666666665,1.67625,26,39.5,2.0,1.0,33,8.0,0.23854426879731505,,external,False,True,0.09279195863990296,2.8664774376967284,0.09279195863990296
containerd/containerd,2026-07-06,565,554,123,0.22202166064981949,554,18.933333333333334,42.77833333333333,0.03333333333333333,19.483333333333334,517,38,0.0735009671179884,48,30,0.7894736842105263,27,12.221111111111112,3.9130555555555557,27,29.0,8.0,1.0,52,6.0,0.2500023494400501,,external,False,True,0.044353526675263155,2.9923933722884763,0.044353526675263155
containerd/containerd,2026-07-13,432,414,88,0.21256038647342995,414,19.78333333333333,41.294999999999995,0.03333333333333333,19.741666666666667,398,31,0.07788944723618091,34,18,0.5806451612903226,24,29.14527777777778,6.363888888888889,24,12.0,1.0,1.0,30,5.0,0.25212191358024694,,external,False,True,-0.011850571304429822,3.0341513834579357,-0.011850571304429822
containerd/containerd,2026-07-20,537,527,94,0.17836812144212524,527,19.383333333333333,42.17333333333333,0.03333333333333333,19.383333333333333,510,25,0.049019607843137254,27,23,0.92,25,71.35444444444444,18.753888888888888,25,161.0,5.0,1.0,39,7.0,0.2512718079960051,,external,False,True,-0.0012196176195979579,3.0147175734650715,-0.0012196176195979579
containerd/containerd,2026-07-27,361,352,58,0.16477272727272727,352,20.083333333333336,42.281666666666666,0.03333333333333333,20.40833333333333,343,18,0.052478134110787174,18,16,0.8888888888888888,20,24.514583333333334,3.8115277777777776,20,85.0,2.0,1.0,32,6.0,0.2548553187897576,,external,False,True,0.010167629129884602,3.04848283893952,0.010167629129884602
containerd/containerd,2026-08-03,326,317,50,0.15772870662460567,317,20.583333333333332,43.1,0.03333333333333333,20.566666666666666,308,17,0.05519480519480519,18,15,0.8823529411764706,23,50.005833333333335,4.108333333333333,23,20.0,2.0,1.0,28,6.0,0.25089389890473857,,external,False,True,0.012079727039663346,3.0719214119115374,0.012079727039663346
